userID	artistID	weight
1745	217	313
1296	811	103
756	424	19
616	8598	181
549	7938	74
183	420	184
157	3479	64
780	532	43
92	2503	10
1652	3568	158
1179	533	1393
972	6187	141
2031	55	7204
18	735	192
1628	323	355
1385	1934	47
952	903	625
1972	17954	178
2000	18124	6962
119	2211	172
1954	65	576
677	6258	872
367	1988	198
1017	641	831
1023	3324	191
1047	859	155
952	428	62
751	2226	47
681	9241	284
387	1620	4616
952	298	240
708	1202	14
815	291	1046
818	808	292
1464	14692	511
134	1452	338
1760	519	124
535	1247	354
1684	295	9
114	868	941
1437	468	54
1147	10460	49
503	7502	657
404	1181	34
1838	229	275
66	1014	478
231	461	162
1292	681	96
140	1949	491
1471	517	455
1747	9997	25
1803	798	130
1293	537	79
1178	698	367
836	1772	59
402	1814	975
1470	13463	668
1815	13517	267
966	523	546
154	41	25
110	2094	1302
345	969	44
1192	424	350
64	63	144
1937	3308	1163
80	813	281
1042	1873	468
1641	1001	293
713	4487	497
1824	9467	92
449	707	168
1177	12946	494
1186	3617	668
1209	1014	82
1186	544	486
644	1098	558
1187	3112	159
1473	464	598
647	1731	810
1944	15	185
240	227	116
827	841	19
1491	1396	239
1511	2977	205
1122	321	9
631	1415	398
459	1803	6271
1820	298	169
299	207	799
556	8025	90
696	3888	593
1568	646	349
884	1428	232
50	1412	228
1835	16934	47
1181	4067	275
337	5157	39
192	4004	85
627	1740	434
1853	3517	189
189	378	872
690	291	199
711	500	211
1557	2677	1096
1242	181	179
2075	605	108
759	207	192
1787	982	912
1820	295	249
862	697	1640
736	9689	1010
91	1534	830
1024	11832	83
81	2252	136
585	227	1501
7	309	1027
1892	540	180
1638	4271	44
17	684	462
365	6152	26
696	9352	84
699	1073	253
1155	12755	145
1516	7452	36
181	2735	33
312	369	697
928	744	668
1281	1701	8
1485	679	1153
1755	16462	121
81	2261	113
457	7097	586
825	227	124
1850	6232	300
1405	1976	247
569	468	94
643	1519	259
1126	1339	99
2088	517	5
1785	703	986
1473	423	134
1023	55	1449
707	3921	12
690	67	5390
1081	1048	40
1889	5172	347
444	1103	66
330	704	2326
123	1099	1160
994	349	288
713	523	294
1992	1097	939
532	220	71
383	5149	389
1910	8589	914
1212	13180	312
226	67	200
1222	474	762
1710	16194	105
1804	481	116
1899	89	580
669	458	218
387	6385	3159
561	8096	877
1005	1622	621
213	1351	407
1677	2832	353
687	875	49
168	3690	471
329	2544	650
1237	1097	371
1383	81	375
1690	9737	1440
2055	16238	235
1075	173	2047
627	8692	417
189	2846	282
982	3691	57
1196	13058	1141
484	7371	97
399	310	365
489	3482	48
1946	301	485
2038	544	188
367	498	833
359	6071	319
921	4586	635
465	511	200
1336	13959	127
704	1455	88
1429	681	815
2019	1243	702
458	1464	72
804	333	685
812	377	453
971	5099	95
78	842	101
2060	1358	118
525	808	1865
805	366	156
763	403	177
2064	88	23
117	1892	477
2047	63	1044
1929	1705	1241
496	154	107
1003	11730	208
1433	3991	513
1622	3778	195
1951	4821	481
1455	306	836
717	544	390
1785	237	2278
1683	154	461
1440	9170	245
1427	875	402
1724	8174	29
1977	454	498
915	1401	189
1299	5461	181
834	1206	138
1371	14164	292
1049	1244	19
1665	377	1
477	288	898
743	67	1951
398	233	141
705	9405	504
787	3082	63
1652	257	243
1006	11767	239
1242	709	127
847	4814	123
618	5716	440
370	2524	1430
74	2050	724
1519	229	123
1002	3498	72
1757	374	78
56	1655	569
1912	7874	43
661	8425	269
958	498	63
1574	709	1537
1540	1432	309
1037	11921	4
659	543	553
1492	14899	37
849	716	210
1489	5746	219
778	67	2089
1439	7140	293
1831	439	767
2040	65	203
1343	1249	20
1373	540	303
182	69	427
260	4915	175
243	288	318
1776	318	135
2057	1105	539
493	1713	804
1381	11716	78
1575	15393	148
1100	845	157
48	959	14
959	3104	71
205	972	1189
1903	352	130
1900	441	143
1992	615	2437
1534	377	644
295	732	322
719	1545	715
685	554	1015
1563	15334	7
1065	378	45
1042	1246	339
662	300	654
1689	4092	243
1393	1203	372
153	518	201
764	366	347
442	1059	22
1752	3868	471
1809	2352	432
1199	12599	652
793	544	304
1232	866	193
1568	2080	284
1011	3247	558
1197	1590	900
4	154	826
1786	6769	114
1261	533	221
1217	6422	159
960	1942	6
1072	3931	186
2027	18309	223
14	565	674
760	4818	187
137	3205	324
1486	14847	28
739	9702	242
538	461	856
1245	488	1274
592	3046	2993
1489	2440	197
1083	1922	589
395	377	119
43	1406	152
1195	13053	2349
109	2797	94
7	319	741
15	631	226
668	1186	918
1599	1192	736
1483	1673	3456
259	3046	292
1002	310	91
875	306	154
1300	548	677
844	1185	961
82	2285	146
1650	863	1368
541	5416	1241
183	3886	373
1167	1520	42
2017	4022	84
459	25	626
51	1526	353
1657	163	417
335	67	1823
785	270	38
1652	4927	63
343	227	60
1572	2021	349
1898	466	677
1402	1884	10
590	288	225
978	2418	274
1557	3520	232
1754	1123	282
1258	1534	141
762	7324	37
1615	2637	47
2034	1755	225
1921	466	1099
503	1409	127
1296	391	153
1753	475	55
214	646	156
1655	2787	354
672	707	452
712	9491	1
327	89	1024
1301	251	494
2	57	5955
301	97	167
232	4574	306
1778	2614	406
1746	99	648
687	1804	7
592	1098	631
1053	1042	164
1289	1418	302
50	228	3036
285	979	53
1802	2425	333
1572	378	446
1520	444	107
453	3200	119
1952	17855	214
1371	3227	426
1986	1854	168
978	1743	292
1749	10565	776
1724	88	20
2033	302	180
1321	8309	79
86	488	276
57	1672	796
1130	1799	87
405	325	283
580	8277	346
1648	2533	9
1097	2018	4054
129	352	156
518	7706	44
1781	16651	83
1110	12381	389
731	1425	65
834	3943	333
1554	868	636
382	605	1864
518	686	239
143	641	3681
1270	1383	79
1672	1075	447
1850	674	582
233	4582	7
1108	1732	197
1759	2976	535
189	614	990
1710	16196	99
1912	198	88
1520	173	185
248	288	1315
473	7285	163
74	2064	183
120	1470	15
1780	302	606
1335	744	1069
993	841	71
819	257	1100
1862	715	99
938	297	1588
1053	199	68
1272	298	2493
1164	12823	394
282	234	749
26	949	218
271	4707	579
927	1239	417
734	691	2693
308	804	586
579	8256	94
2035	18346	93
840	4092	455
475	1511	227
1595	418	107
1531	841	245
1566	226	144
1798	227	137
1446	346	161
1185	1934	1031
909	234	122
762	1244	47
903	806	2870
240	295	108
303	227	253
33	968	354
722	461	1672
770	1009	165
788	1412	70
2020	300	425
993	3040	70
876	10752	125
14	589	619
1874	15778	190
1685	228	64
1080	1934	47
1558	486	1366
1144	2873	1142
1599	14863	196
1663	3332	428
1964	757	130
1086	3749	515
832	607	102
1120	285	1843
231	914	400
1369	1934	35
1674	173	338
2034	424	505
843	5305	55
874	4255	565
684	352	1229
1625	8308	5
1805	3225	302
908	707	34
27	989	60
2062	8504	1235
1692	56	275
708	9451	3
1002	535	94
111	2830	226
425	288	190
1881	2031	251
1928	15973	221
1720	10750	341
1445	300	736
1729	72	81
262	4691	291
1567	479	3817
1188	7071	759
325	1745	348
1296	13726	503
1604	2370	236
465	199	474
1296	2151	75
497	325	44
275	878	16
1003	323	477
666	9143	303
1120	279	33
1832	757	925
426	1800	654
512	2944	1886
996	11662	96
284	5213	5
1458	7449	14
2019	9724	754
1508	453	5223
535	2067	208
673	9187	936
1190	13010	397
178	1533	264
751	234	183
1568	1475	1388
1197	325	744
228	4079	10
348	5959	22
462	857	437
1768	333	101
215	4358	24
170	517	2491
450	3420	366
1058	295	251
739	903	179
119	2963	743
11	468	719
1871	67	36
16	637	502
409	544	188
1574	7040	224
1286	1412	270
1185	289	744
1793	16498	653
1721	16311	45
1401	331	396
1971	4504	1766
924	11063	298
784	2535	450
1109	320	435
46	542	417
914	917	560
718	1983	1279
508	7579	18
1442	813	803
943	412	102
2039	1099	336
1447	908	21
1202	1156	321
87	792	46
1748	2951	199
1527	3247	394
128	1075	1554
1393	14292	388
1053	468	1408
1157	8726	548
667	793	208
2068	2022	444
1293	378	144
108	12	1019
1240	418	436
23	152	330
1517	344	1068
390	295	1084
1330	1826	439
345	2524	32
438	6880	4
48	1475	21
302	1034	1909
1515	295	396
457	1117	192
198	4096	1736
948	629	87
1493	10895	142
868	191	356
2076	3205	84
372	1104	63
1980	17997	49
300	5441	132
1439	366	711
889	1240	105
704	9392	11
2041	10318	597
1674	1104	97
634	1447	451
195	709	31
126	466	114
1889	8794	302
917	428	1615
579	8250	258
319	977	585
1459	1150	121
454	2042	308
328	3187	179
1467	14701	688
1158	816	254
1827	4875	796
1377	1632	784
1004	159	9
1785	1089	841
1772	965	12855
848	612	482
90	1427	91
173	154	363
1828	2521	640
155	206	720
2029	615	231
1937	6794	498
155	3438	1115
759	423	216
621	4920	1383
1085	11968	606
534	191	39
196	716	969
619	2600	377
191	3986	36
931	1549	84
444	6982	67
253	3187	392
1820	227	302
1584	15446	41
856	428	221
1210	1076	1413
1833	295	586
1064	1369	113
2076	498	922
573	2916	87
362	687	264
1906	2983	126
678	4849	81
286	4260	171
355	1854	370
1684	519	4
967	1180	321
242	292	1044
1429	909	427
1084	1394	600
1579	207	1755
886	230	164
1635	1795	165
2090	18631	932
825	3747	81
1446	5149	161
53	386	56
1568	2025	2388
1971	1528	1997
1083	3466	226
692	9296	636
659	1918	712
1226	2498	172
122	2999	19
74	2052	459
1607	686	225
1414	65	1662
878	344	95
231	915	84
1683	1246	331
1440	14566	1579
1663	951	115
1507	15109	37
485	2542	43
277	1297	497
1434	701	1482
1236	475	10240
1844	511	286
1918	235	22
1046	301	65
1453	333	2205
1197	13063	155
778	342	7597
61	727	185
1222	349	843
1826	930	274
213	4345	591
491	7421	374
345	2721	26
808	525	3320
1050	2416	1471
739	9707	177
390	6429	560
368	418	352
1535	4559	1176
203	4181	40
951	5929	509
935	11195	80
1426	8560	146
819	325	352
1212	2497	314
1931	13362	24
1545	1513	263
636	8766	199
1584	1043	69
577	1743	31
1007	1459	48
596	1295	259
1753	4814	792
1808	456	330
981	210	147
978	1134	298
362	4087	842
679	9232	146
1068	209	930
11	461	1500
449	1112	177
966	327	484
1982	4316	221
689	4912	43
936	778	480
492	6540	280
1097	1470	707
347	5935	1811
71	944	394
1728	81	336
910	8605	943
538	301	231
731	707	283
175	463	831
91	1504	1411
1217	13230	149
266	171	149
550	947	309
1010	966	3
1333	217	2126
1872	6614	333
1838	622	282
1194	961	900
201	4144	81
110	300	1651
1021	511	332
941	11236	11720
747	1197	545
1682	6612	1273
1619	188	2152
1733	4821	870
1089	1713	151
1466	296	289
1337	291	562
1639	1358	1656
494	690	670
288	707	2057
29	704	253
385	544	636
1639	227	3594
1211	4308	123
1858	1366	284
598	907	353
697	64	569
737	234	473
716	4262	1957
1743	779	5235
1171	289	178
228	4518	30
1894	1037	883
1144	2855	82
1821	292	1535
1993	3411	8
152	903	208
455	45	2396
258	907	2
1239	1767	161
680	7390	3068
2010	5226	808
484	7370	106
976	2343	37
397	7	128
1229	1433	1360
707	9421	19
960	914	7
1427	3863	357
194	3164	700
1608	5934	52
1138	3417	1337
2084	982	361
148	619	227
541	707	1891
1145	1042	76
1403	430	978
1647	13546	800
1591	465	209
1759	489	1181
1838	4705	202
190	3969	694
2052	8802	1336
476	72	123
1157	811	402
1479	3028	106
410	501	86
224	1019	145
836	299	160
1408	1062	1
1924	7147	4139
557	1303	528
1585	2554	2192
637	614	205
132	797	457
1904	3464	337
1102	535	258
1109	291	354
1974	173	224
1023	298	524
1387	2607	385
37	1231	223
1568	161	398
164	3105	2617
839	475	464
1684	498	768
337	2040	36
1599	5631	283
1986	498	507
1377	6773	2963
2044	199	39
1792	1639	359
1676	3057	127
1283	1685	1417
108	1260	794
1596	4180	36
647	418	1225
905	310	159
1889	4180	508
162	333	414
504	3712	179
1717	498	899
1520	2815	130
1827	1222	518
950	922	335
1476	681	2000
1090	9838	31
1971	17950	2040
1379	344	4583
862	430	564
1639	728	388
1604	506	276
66	1836	370
1123	12490	322
135	544	619
297	1109	330
2065	544	1508
1281	854	12
1929	2044	2344
692	1464	5046
13	173	6
668	1672	558
616	503	129
780	193	34
898	77	786
435	6838	2772
904	1873	94
1643	3217	363
1450	1246	950
225	4504	1124
660	9036	66
1910	532	899
697	1226	729
1449	2893	344
1225	930	47
282	607	507
984	11574	4052
1367	14147	217
1952	1011	160
1661	1492	161
1211	9507	113
1222	479	1931
555	8019	148
95	486	32
2027	16709	249
1501	5968	531
1699	16112	709
1182	6759	625
85	181	277
1350	4130	492
1124	1032	685
914	6873	646
809	349	428
936	603	1327
456	2984	54
129	915	99
637	7227	270
124	3046	374
220	3030	149
1552	299	1
1761	613	77
1994	441	58
330	157	160
1986	928	472
267	221	548
1541	51	148
46	291	248
1081	1116	65
262	4958	228
1304	13740	298
1049	429	52
306	1379	181
767	521	202
1892	65	91
1817	16856	163
623	3230	607
1710	6967	127
280	5151	244
1029	11849	220
1316	998	120
1728	418	77
1504	8790	2324
277	1974	971
1057	12038	136
274	5093	95
885	2018	198
640	2787	186
1999	2060	510
1305	302	246
1748	16428	152
982	11561	144
1335	6168	63
839	45	706
216	3109	180
764	1415	1128
1959	903	207
669	3080	179
1032	11887	29
2061	349	37
861	302	863
570	1455	185
1230	13334	6
400	1034	125
454	861	279
1094	228	289
1683	3384	860
1867	17242	120
1549	903	136
913	207	838
660	9024	103
934	7147	166
1880	333	1557
569	4709	669
2047	744	459
277	13	639
589	288	89
555	6690	84
917	424	3870
1461	325	146
794	511	134
1124	6430	652
1824	16893	100
111	969	988
1807	3686	5
451	679	455
1590	3198	1375
1056	4474	321
1005	1620	433
512	7639	499
217	4415	119
130	1463	678
818	4435	475
140	223	465
507	7536	448
146	545	235
401	3333	1010
355	544	161
1134	321	9
1845	85	288
1404	434	1947
1307	89	34328
1946	4554	700
551	4262	16
343	982	639
237	2134	1066
1580	349	1247
914	41	562
825	10422	64
92	310	9
1295	1957	799
1652	220	116
1308	316	320
1202	601	564
1351	289	59
1666	326	1356
1685	329	38
1727	2614	624
751	2380	765
1454	1014	1102
413	291	1106
602	2574	560
60	1752	39
2003	1062	129
1128	302	2462
1969	2242	711
283	5177	135
260	526	255
1803	790	196
1123	429	275
535	951	483
1619	818	1427
223	295	1183
256	261	363
45	1435	258
679	8017	115
1185	3502	990
1070	207	275
1994	620	375
367	209	13525
1864	580	24
234	330	255
1007	8557	101
1924	89	1609
550	1257	432
193	198	685
435	6850	803
1350	706	395
1413	466	3175
885	295	597
238	2375	618
103	228	23
1560	903	5
1881	538	375
971	966	99
295	707	391
1237	757	278
2022	2941	1670
625	1390	252
741	229	1777
622	429	288
870	4834	118
450	7049	559
89	498	1106
964	1038	141
1416	982	428
1833	10600	102
1238	3310	189
1099	709	23
476	689	143
595	8386	981
1100	2472	197
1136	2521	465
1054	12021	1759
409	1511	103
627	2446	302
1069	3376	381
76	2095	1343
1442	500	316
1986	707	728
1039	5988	112
60	1723	83
1827	7080	1057
1139	1023	253
16	659	190
1524	227	2453
1456	1505	3114
1122	8649	20
1484	4597	68
1222	1602	1253
508	7564	33
509	507	2
1036	11915	187
1477	14755	27
679	310	189
1697	250	240
444	6964	335
1135	333	46
2040	3206	70
1991	4074	49
989	1106	296
1111	1100	6866
1452	1047	99
367	813	286
338	157	2354
1055	5459	51
716	1187	2472
2047	8042	107
807	1104	153
1300	295	943
2080	18590	289
623	1118	373
1184	2858	115
289	230	509
1104	6959	129
158	3483	2146
1621	15626	58
2065	230	1288
896	1098	399
43	1408	128
1098	2146	28
486	475	24
75	161	195
399	1458	1781
2025	18285	1386
1486	2552	73
1885	6159	336
2038	461	250
1380	4439	270
1220	1409	1523
1185	12988	1725
1486	851	109
107	1044	6251
1649	15835	508
398	1806	122
889	4110	388
382	6326	893
1355	4058	295
372	6247	354
113	946	1082
786	5000	248
403	1376	131
1435	2083	126
190	3962	889
1786	16671	81
1697	16100	312
45	795	219
470	342	598
545	2956	303
1492	3404	21
925	610	1426
1691	5045	375
1882	17350	157
430	157	187
1531	15200	480
503	2176	120
1725	288	280
1635	235	382
543	229	682
1640	1984	118
964	464	93
1097	1375	659
1366	540	292
1102	3198	143
707	1005	14
913	436	371
1068	383	324
1078	2797	76
248	349	45
1446	14366	135
405	279	1162
1302	1048	172
859	328	132
743	9742	1510
244	4711	107
368	416	545
440	6908	774
1917	5049	6
492	1944	241
143	3304	1638
1514	880	312
1152	12722	112
2028	2146	102
1703	975	119
1600	915	180
1078	4165	72
1724	6246	33
1444	2546	456
1362	14120	85
1898	790	1696
765	9878	280
255	757	156
439	527	1506
1832	182	1822
141	2945	58
285	316	111
2091	8160	28
1272	1246	2339
801	10133	30
1024	1859	1005
1719	16240	175
174	3750	335
650	1376	355
1693	4350	188
95	701	418
2032	3259	890
1528	333	137
102	212	1015
719	607	633
504	1678	435
1040	538	259
101	324	92
260	4916	168
1972	12868	221
810	2338	97
906	1035	499
1649	499	474
575	316	306
1961	89	3983
318	5627	261
1011	4385	307
1456	1383	237
1135	288	1879
1187	715	162
1398	14315	691
971	6120	200
1902	9087	1091
1267	1206	1120
1708	89	179
1838	88	186
1778	969	1167
1636	310	29
580	8274	520
800	2347	447
1110	2014	215
1822	16882	25
342	173	423
96	85	16
1984	2143	711
2023	704	5296
569	257	1285
1726	328	466
562	2453	241
1785	210	880
465	1520	115
1505	187	273
321	841	66
2035	2282	87
603	230	99
2021	691	755
1768	1452	123
6	260	18
1764	231	125
1292	980	7
1599	15507	168
816	10320	6
1301	2102	5972
1386	8427	114
690	55	3185
585	1975	985
809	543	212
342	154	232
1472	3197	217
1271	3119	365
537	701	116
1926	4810	456
858	2020	687
1575	15389	237
1662	301	234
1086	694	27058
1309	190	727
1151	1852	391
219	408	883
1046	349	118
1531	954	489
470	180	559
732	972	339
1271	13596	270
1814	1122	118
1788	1428	217
2080	1713	6559
26	944	269
730	340	115
2077	159	163
679	793	384
1467	14706	428
1380	966	406
611	2602	8
1347	7056	11
1253	646	235
363	182	814
450	1418	212
909	1186	61
328	3738	207
1905	17506	80
675	530	446
1072	288	574
1691	65	179
443	2338	500
1892	2524	176
839	537	746
877	1353	327
1737	755	480
621	4922	1440
744	518	360
163	3588	489
142	3287	104
108	2773	322
1541	3183	67
1124	790	1058
223	908	1563
115	2864	3
1709	16174	320
1034	907	452
741	302	582
772	3476	13
255	2173	194
620	8647	381
215	4355	37
456	7088	75
1567	386	1690
1722	466	50
1720	2542	2441
1824	2121	80
334	2746	1710
539	1001	286
813	1824	116
2046	522	2914
1172	67	250
1054	1747	3150
987	11583	301
1991	18074	54
876	10755	114
336	2193	371
104	928	2112
124	3047	149
619	88	321
1511	257	68
1390	163	194
676	707	71
1467	1247	230
1800	4038	6
1496	1384	102
865	959	70
1215	13217	247
1180	12970	33
689	543	64
36	1183	718
669	3397	7043
162	3321	171
602	276	211
174	1375	497
1778	2600	479
2040	6298	444
208	4271	155
751	9792	56
1899	378	4318
1928	2301	8131
308	227	838
1926	3206	1268
151	461	549
212	2975	46
243	72	1059
1813	3171	160
1558	1672	14
452	4975	22
1438	228	1323
207	1486	258
980	11532	78
1425	3488	317
1486	432	23
1499	15000	708
1147	1044	87
509	676	4
1498	14982	546
346	859	1007
1723	3539	29
1829	67	354
2051	879	1
854	10645	88
370	360	796
1299	646	370
792	230	4033
300	189	445
990	3208	505
425	318	454
744	802	66
130	3128	212
258	680	16
810	10279	15
1995	7724	636
2033	424	459
1736	227	1163
1051	7328	1669
1946	3197	516
911	324	173
852	230	136
1485	173	316
1543	1412	23
1279	208	349
1779	16644	93
1131	8378	49
351	294	238
1977	17988	356
125	788	76
1083	184	765
454	12338	281
1783	366	390
1869	10130	111
1418	325	2242
148	567	345
331	1032	148
604	288	2156
758	344	440
562	2443	199
954	1001	1385
1957	3584	440
158	915	151
266	969	62
1378	1631	210
216	4392	42
692	9287	2229
1573	1244	165
1839	2347	113
1259	707	1571
592	965	776
2071	466	74
1166	2173	76
318	525	7737
1071	55	1056
853	333	1433
166	200	202
993	2582	49
1517	3488	789
1719	16243	173
966	2521	773
162	3578	197
1478	681	1814
521	2344	314
1848	17053	836
416	3703	85
553	3053	40
1819	13579	32
69	527	203
315	88	371
163	3589	384
1811	295	34243
1166	12863	9
1076	271	131
2001	706	470
1905	5782	1899
1988	190	165
1862	757	157
780	3201	46
979	89	181
1329	3003	203
1965	300	352
2046	3184	188
1807	11614	23
1275	13610	519
385	692	838
478	4823	2478
1038	3119	187
1185	895	447
744	9751	54
391	191	235
677	9213	271
1803	16761	455
706	9409	19
550	1522	221
1796	1036	152
210	1075	298
18	712	518
906	5934	2778
1682	182	1126
220	170	48
97	2429	348
868	529	422
627	8693	417
898	5416	351
1699	289	101
791	4704	15
1691	210	221
1966	536	1064
177	3773	1163
979	1803	234
1312	818	707
695	1384	21
1856	405	406
933	716	518
1655	186	197
1018	834	444
1272	1034	258
420	6701	1678
808	3319	139
1060	6159	1214
1396	947	93
763	497	256
1455	466	791
2047	1534	187
751	3833	259
1384	13219	401
200	1810	136
1999	3197	363
132	790	4162
990	6410	536
1525	1054	38
694	3988	548
1795	377	182
732	55	13792
22	820	1158
1770	2135	292
1197	1246	340
1704	3966	37
125	2346	257
1956	9090	238
2016	18245	35
1997	11623	189
1362	383	3313
1214	11581	209
1151	1859	192
1807	11606	5
141	86	67
391	6431	670
1831	1766	753
1232	599	598
32	1099	221
297	3200	1002
1300	4350	592
810	10264	32
1741	12621	758
434	3987	7
1606	67	2420
403	288	515
1600	701	537
1196	965	1453
1618	8767	560
1752	7170	1003
714	2938	103
835	2859	27
714	515	90
2029	2121	200
1416	1515	409
142	868	59
368	6207	771
1044	11958	479
1993	2407	63
1765	331	71
1274	1110	180
1443	2265	37
1016	622	1169
1712	1412	868
731	2595	72
1102	97	165
864	3400	95
784	1947	1822
196	220	626
341	1948	170
2060	506	161
267	908	207
1047	11994	69
271	646	1023
24	894	675
1800	16734	5
1983	1449	58
963	11446	96
44	1131	120
1255	2277	276
686	58	730
1491	89	612
728	425	680
487	7392	1354
2042	714	290
612	5480	129
1046	288	615
1949	3371	508
108	2778	275
285	300	148
369	426	1107
211	200	149
1352	2143	145
1299	289	1878
1975	17966	419
763	65	236
1902	374	1538
2057	56	524
903	2661	624
790	291	416
891	864	362
1657	8042	194
103	599	30
1883	333	1041
625	3700	332
460	72	486
881	230	242
1566	190	349
598	8414	501
1838	81	249
2075	511	122
927	45	2045
777	3087	207
1061	12058	217
1623	370	1226
1490	808	1270
1587	52	2019
263	192	353
1687	1452	276
1247	461	1870
1963	461	4429
899	3369	245
1071	228	255
2037	288	1129
1101	616	789
996	11669	91
177	854	539
1733	16378	280
1506	1633	193
1380	1672	429
122	1130	16
1793	15102	1239
802	2042	13
304	1075	32
1677	291	423
1064	96	12
236	4618	772
1736	2498	685
2079	4223	444
818	9831	330
231	327	279
1202	1014	620
1186	4707	640
825	10421	100
175	3762	809
1989	18048	116
831	10469	1872
295	3509	258
1921	497	318
1114	344	252
1606	1934	458
237	4621	150
1777	13189	359
1325	9916	255
1677	16008	273
1874	206	182
2065	691	827
1696	1274	36
1926	532	448
1133	2600	114
187	186	469
335	1662	548
765	212	328
823	10403	862
65	805	74
140	599	422
2099	3352	109
204	4205	195
1103	1044	40
334	1239	265
1422	230	205
1132	1047	366
146	701	1584
791	229	76
587	377	203
1408	4230	4
1025	11833	243
520	1072	735
1808	293	413
539	1713	438
1378	619	326
987	8364	178
1439	1118	308
1823	1045	179
1109	55	260
827	5010	62
889	752	492
1423	352	459
1848	154	363
651	89	526
1566	1512	199
1410	288	36
1065	302	5
1123	8469	443
378	6292	88
1907	8513	179
1889	1103	213
1975	88	284
1759	605	3523
359	61	326
660	8823	53
794	599	19
1678	328	60
580	3780	452
219	498	9499
284	2594	27
1703	355	96
1220	97	1199
678	1771	50
32	227	520
1381	11819	128
22	838	627
1542	65	184
21	790	369
1219	58	1083
1733	953	1009
1182	1098	752
877	1527	243
679	306	466
162	304	208
94	222	157
80	2197	13
26	955	170
1384	12273	275
759	425	318
1604	10870	397
482	3186	54
498	907	829
593	691	198
1923	13436	772
1854	17134	78
878	2990	26
1757	914	563
254	4375	2108
1581	421	933
1290	362	1
1258	4155	142
1186	323	587
705	289	1199
465	223	146
1691	203	149
281	5159	30
1715	3125	460
971	1375	60
997	1100	996
1881	1001	429
1374	2014	491
1217	7137	157
1887	2005	98
1508	154	5182
203	4178	48
1284	1222	257
754	220	311
171	440	102
58	466	46
236	2051	393
1189	2984	265
1289	6189	294
1497	14953	340
1729	226	94
1997	222	312
715	841	222
51	1524	397
1685	16049	59
1642	56	107
1403	1182	502
1795	302	348
300	716	409
700	327	801
520	1705	337
369	6228	191
148	3337	381
1246	3288	175
1628	300	1663
1089	13	134
781	913	62
3	126	94
179	420	221
1199	190	502
1324	9122	122
118	2944	621
1303	418	261
1623	6724	1043
1992	429	2433
1437	466	21
1674	229	247
1305	524	729
1181	5911	416
929	7301	87
1097	1167	855
1354	430	109
1136	11335	103
1969	17930	266
1899	1145	223
1171	292	258
876	234	285
1309	5549	1252
853	2454	353
1774	4833	32
316	5597	1124
1573	615	111
1963	323	2987
1752	703	1635
570	306	55
209	288	306
1347	14025	5
985	534	1674
1785	619	2388
486	289	4761
1599	15499	362
190	3965	773
1564	1613	131
909	2664	44
1656	1206	78
1292	3497	17
1864	17210	27
1822	16876	39
830	802	127
763	518	160
347	5946	60
400	378	47
157	3480	62
162	1109	255
281	952	16
1335	13958	53
991	7	321
444	2702	269
998	11690	656
1678	466	113
1728	1836	81
659	1596	678
617	72	450
526	412	456
1481	173	1187
